t_day,t_month,t_year,Genre,views,likes,dislikes,comment_count
1,1,1,Film & Animation,6320,90,8,15
6,6,6,Entertainment,1039254,37041,4355,11238
6,6,6,Entertainment,464076,10358,213,865
4,4,4,Entertainment,11339,246,1,26
1,1,1,Entertainment,92355,2641,270,1286
8,8,8,Entertainment,617155,19872,2712,4579
4,4,4,Film & Animation,33459,634,7,117
3,3,3,Entertainment,85383,2798,334,1283
5,5,5,Entertainment,607251,12787,1574,2377
5,5,5,Entertainment,85183,2704,439,1987
3,3,3,Entertainment,56002,1348,136,383
12,12,12,Entertainment,398127,9204,5176,2758
9,9,9,Entertainment,1077108,22003,1439,2733
13,13,13,Entertainment,1017884,19593,1472,3178
2,2,2,Entertainment,430232,15929,198,1128
3,3,3,Comedy,709773,15724,1147,1645
2,2,2,News & Politics,1328518,8472,3657,8279
2,2,2,News & Politics,223959,2702,1695,1202
2,2,2,News & Politics,626833,5059,4137,0
5,5,5,Entertainment,1263103,562,119,132
5,5,5,Sports,9762,14,47,32
6,6,6,Sports,212416,1036,831,1802
7,7,7,Sports,1376133,8879,1198,3363
6,6,6,Sports,73214,221,165,578
5,5,5,Sports,3112787,32579,2079,11543
9,9,9,Entertainment,4829710,11408,2277,1211
2,2,2,Sports,1354133,25721,1772,5663
4,4,4,Sports,4440991,41568,6687,8537
3,3,3,Sports,1527300,13847,669,4755
3,3,3,Sports,757991,6431,342,1531
1,1,1,Sports,477188,2934,162,1076
1,1,1,Sports,120802,1131,92,642
1,1,1,Sports,470191,4037,430,1553
2,2,2,Sports,531125,3325,212,1263
2,2,2,Sports,281868,1546,245,885
1,1,1,Sports,935753,8861,310,2888
2,2,2,Sports,893170,5727,461,2443
2,2,2,Sports,514264,5734,222,1524
3,3,3,Sports,439956,3814,253,1409
5,5,5,Sports,664377,5488,342,1713
2,2,2,Sports,931064,7914,1152,5215
3,3,3,Sports,1135489,9119,454,3234
1,1,1,Sports,385104,4028,343,1507
1,1,1,Sports,902489,9429,773,3888
1,1,1,Sports,755748,7253,633,2817
6,6,6,Sports,754817,8430,410,2533
2,2,2,Sports,952970,7698,510,4054
2,2,2,Sports,1215945,10083,856,6475
1,1,1,Sports,753119,5799,482,1297
2,2,2,Sports,557101,3500,254,1296
1,1,1,Sports,707341,4881,290,1569
5,5,5,Sports,700008,4839,544,2917
2,2,2,Sports,625807,5416,424,1217
2,2,2,Sports,998227,7743,1278,6247
5,5,5,Sports,493066,4208,351,2593
2,2,2,Sports,1028031,8444,574,3825
6,6,6,Sports,1011136,6948,575,1524
1,1,1,Sports,392828,3332,1089,2266
7,7,7,Film & Animation,2143706,27662,2086,2934
5,5,5,Sports,509173,7063,279,893
7,7,7,Sports,1188002,3007,324,1621
13,13,13,Entertainment,1769864,50590,1591,9205
1,1,1,Entertainment,2390395,30286,9016,10766
5,5,5,Entertainment,1033482,12008,679,1234
5,5,5,Entertainment,591650,6078,1666,1689
2,2,2,Sports,1015189,2133,2483,1465
8,8,8,Music,1888088,85515,1168,4044
4,4,4,Music,3832538,166173,6757,12047
4,4,4,Entertainment,36982,213,17,100
1,1,1,Entertainment,827210,15922,378,439
3,3,3,Sports,685653,5690,212,1215
1,1,1,News & Politics,3132,16,5,21
4,4,4,Entertainment,108967,690,25,47
4,4,4,Music,235020,4249,127,236
1,1,1,Music,101310,4173,138,292
7,7,7,Music,1114465,25538,822,985
1,1,1,News & Politics,58231,397,90,1039
10,10,10,Film & Animation,329150,9243,286,1049
6,6,6,Comedy,768647,26303,841,2316
13,13,13,People & Blogs,505147,24233,2010,1936
3,3,3,Entertainment,1386699,75185,1137,8228
4,4,4,Entertainment,130998,3853,62,434
7,7,7,Entertainment,13025011,436454,9298,31464
5,5,5,Entertainment,2435011,68991,4119,7616
2,2,2,Science & Technology,481259,431,43,225
4,4,4,Pets & Animals,277389,5989,105,642
11,11,11,Music,18310912,443232,8238,68244
2,2,2,Music,2045760,232423,2749,21114
19,19,19,Pets & Animals,588502,19317,353,628
14,14,14,Education,2982517,171636,1860,9777
5,5,5,Music,121390,1685,161,211
4,4,4,Science & Technology,5220,26,2,0
1,1,1,News & Politics,3640,54,1,4
12,12,12,Howto & Style,774012,39835,328,3535
6,6,6,Sports,215541,12465,46,537
5,5,5,Autos & Vehicles,5179255,28582,1196,2559
5,5,5,Howto & Style,191712,8842,61,490
3,3,3,Education,580591,11578,581,2174
6,6,6,Music,380586,5585,230,594
18,18,18,Music,4878311,65260,3353,4554
12,12,12,Music,624894,7103,677,410
8,8,8,Nonprofits & Activism,24286474,1988746,497847,658130
9,9,9,Howto & Style,1446055,86667,566,5705
3,3,3,News & Politics,1300551,7346,1753,3485
8,8,8,People & Blogs,1744302,46143,1290,3569
10,10,10,Comedy,6131880,65772,8068,3652
4,4,4,Science & Technology,777777,1521,60,123
6,6,6,People & Blogs,210808,6870,420,1144
14,14,14,Gaming,3962616,219928,6998,15198
10,10,10,Gaming,850092,15695,1108,15981
2,2,2,Gaming,892447,20484,852,6849
12,12,12,Entertainment,446704,4067,722,1154
1,1,1,Sports,65371,296,69,49
3,3,3,Sports,58290,1126,59,4
2,2,2,Howto & Style,269509,10801,158,653
2,2,2,People & Blogs,640779,20852,1061,2147
8,8,8,Comedy,742552,46508,939,5343
2,2,2,News & Politics,1311014,15855,3580,12920
5,5,5,Howto & Style,339738,8082,155,509
10,10,10,Film & Animation,2199149,15097,1393,1912
5,5,5,Music,72801,317,14,34
8,8,8,Comedy,348104,23899,486,1749
7,7,7,Entertainment,142548,5178,336,897
9,9,9,Entertainment,15045586,1700,5735,0
16,16,16,Entertainment,5224737,41079,1597,3979
8,8,8,Comedy,79591,5147,115,402
12,12,12,Howto & Style,311989,14182,336,1369
7,7,7,Howto & Style,419822,17602,890,2415
1,1,1,Howto & Style,1285754,81074,1443,7882
5,5,5,Comedy,28894,1377,55,119
4,4,4,Sports,10655,17,0,6
8,8,8,People & Blogs,506698,28537,441,4433
6,6,6,People & Blogs,51141,2732,94,260
3,3,3,Entertainment,934728,25366,738,3772
3,3,3,Entertainment,1721072,32545,1281,4216
8,8,8,Entertainment,1584020,36077,1603,4415
8,8,8,Science & Technology,1369181,42983,1473,5356
9,9,9,Science & Technology,921465,23449,509,1136
2,2,2,Entertainment,1648675,62011,2072,11881
8,8,8,Howto & Style,285437,6715,1042,1478
2,2,2,Entertainment,401701,28206,1310,3414
5,5,5,Entertainment,967640,6348,356,788
8,8,8,Howto & Style,285213,20376,193,3899
5,5,5,Comedy,526982,26505,1321,1794
13,13,13,Howto & Style,6169981,164550,10730,9302
2,2,2,Entertainment,1575608,15910,634,3032
9,9,9,Howto & Style,632115,24097,418,4005
14,14,14,People & Blogs,643097,23778,447,1370
10,10,10,People & Blogs,178163,11982,227,997
7,7,7,Comedy,139393,8735,181,1063
4,4,4,Entertainment,1288201,23120,452,2444
11,11,11,People & Blogs,254309,19631,62,1555
5,5,5,Music,36535,2773,38,162
10,10,10,Music,2250165,60794,2335,6002
6,6,6,Entertainment,952677,66539,771,11284
27,27,27,Howto & Style,2877877,158678,2172,12243
6,6,6,Education,419538,15745,436,2474
5,5,5,Film & Animation,764217,15757,223,467
12,12,12,Howto & Style,333366,22480,204,1039
10,10,10,Howto & Style,259404,10041,215,1025
9,9,9,Comedy,448077,25703,905,3843
4,4,4,Howto & Style,906304,28144,708,4905
6,6,6,People & Blogs,890843,445,44,44
2,2,2,Comedy,134372,7979,80,310
3,3,3,People & Blogs,239043,9066,425,815
3,3,3,Comedy,2757653,86377,1242,5212
1,1,1,Entertainment,2072162,61948,1263,6143
24,24,24,People & Blogs,4884193,431977,4852,37666
2,2,2,Film & Animation,366814,4099,172,449
2,2,2,Film & Animation,349743,38,2,4
6,6,6,People & Blogs,292375,7408,467,702
6,6,6,Entertainment,105681,8012,437,529
2,2,2,Entertainment,25512,474,64,96
5,5,5,Entertainment,104773,4056,46,292
12,12,12,People & Blogs,1694330,117495,1510,6024
7,7,7,Howto & Style,334600,19941,209,1570
7,7,7,Howto & Style,748102,47024,1670,3775
5,5,5,Entertainment,180546,29537,48,2409
1,1,1,Entertainment,782969,17185,2096,5325
5,5,5,Entertainment,1069966,19900,2891,5696
7,7,7,Howto & Style,1005215,58618,1639,6197
6,6,6,Film & Animation,764936,9485,904,710
4,4,4,Film & Animation,546200,11337,121,625
7,7,7,Entertainment,1316254,1893,138,193
13,13,13,Comedy,6225124,527481,4861,18323
8,8,8,Comedy,2679373,190208,3880,7995
3,3,3,News & Politics,88560,2035,273,650
12,12,12,Howto & Style,476030,20712,254,1140
1,1,1,Film & Animation,288922,7515,792,2111
5,5,5,Entertainment,56969,5991,33,449
12,12,12,Howto & Style,571803,20556,364,3685
4,4,4,Howto & Style,57309,1958,65,207
6,6,6,Howto & Style,422918,19968,487,4757
12,12,12,Howto & Style,632051,26668,509,1857
18,18,18,Music,2857068,155666,1660,8375
1,1,1,Howto & Style,1277364,56867,2148,25326
17,17,17,Sports,4551606,41430,1018,1793
6,6,6,Entertainment,540553,28387,300,1208
5,5,5,Music,19722,203,80,92
7,7,7,Howto & Style,625574,16025,246,3150
6,6,6,Comedy,2224831,62168,6804,8194
17,17,17,Entertainment,2394452,34350,1446,5330
19,19,19,People & Blogs,1705452,26568,5634,5428
12,12,12,Gaming,3494232,112341,13681,11859
14,14,14,Howto & Style,616816,21557,751,1163
8,8,8,Howto & Style,799870,22537,805,2942
12,12,12,Howto & Style,719556,25426,551,1908
15,15,15,Howto & Style,2087376,92367,1077,8381
5,5,5,Entertainment,508710,26719,751,1344
3,3,3,Howto & Style,442726,15894,783,1383
3,3,3,Howto & Style,384970,14838,692,1309
10,10,10,Comedy,495194,12562,754,1320
6,6,6,Entertainment,547145,2622,262,362
7,7,7,Entertainment,3714550,4494,279,492
6,6,6,Entertainment,3845880,4926,322,512
8,8,8,Howto & Style,150990,7429,302,331
8,8,8,Science & Technology,275276,8788,288,748
6,6,6,People & Blogs,223433,12960,298,1186
6,6,6,Music,41088994,956937,91898,157207
6,6,6,Music,4029821,138170,8311,10809
12,12,12,Music,7721222,362970,19327,22358
14,14,14,Music,69295519,1324609,118647,238744
18,18,18,Music,13831320,395282,20532,35732
1,1,1,Entertainment,146812,5936,1133,1096
6,6,6,Science & Technology,266389,7849,824,1311
3,3,3,Entertainment,740854,13951,515,1264
13,13,13,Music,1010818,73781,656,5994
12,12,12,People & Blogs,521883,7267,1900,1181
4,4,4,Entertainment,2570365,73139,1244,3948
3,3,3,News & Politics,700096,33259,914,2859
21,21,21,Education,1478064,54840,1007,9734
8,8,8,People & Blogs,1600770,107556,457,3999
7,7,7,Entertainment,816594,7290,183,1334
14,14,14,Comedy,1229307,40639,3147,5927
9,9,9,Science & Technology,1154894,80859,2312,7414
7,7,7,Entertainment,922301,73725,1549,7013
5,5,5,People & Blogs,78322,10885,63,2001
11,11,11,Music,519197,39056,359,1968
6,6,6,Entertainment,711676,4667,1376,1845
5,5,5,Entertainment,116925,649,147,417
1,1,1,Entertainment,451356,3454,284,623
6,6,6,Entertainment,36064,272,46,96
5,5,5,Entertainment,31015,421,11,141
1,1,1,News & Politics,2592824,28132,11319,35908
7,7,7,Howto & Style,1165315,41128,9763,12777
10,10,10,People & Blogs,387328,13118,64,642
2,2,2,Entertainment,369007,3091,847,787
15,15,15,Music,71560694,1928392,113990,162990
20,20,20,Music,2276613,117457,4676,7314
7,7,7,Music,45141770,1844959,102849,148768
7,7,7,Music,568142,22210,601,1322
6,6,6,Music,302837,11337,825,2660
6,6,6,Music,1549191,45903,4181,3344
4,4,4,Entertainment,2720774,76529,1960,3599
1,1,1,Music,930349,115338,2613,7372
6,6,6,Entertainment,42451,399,114,95
6,6,6,Music,248200,24531,455,2122
6,6,6,Music,3256799,185999,5538,9857
2,2,2,Sports,462906,4598,162,506
3,3,3,News & Politics,858438,6719,5314,3476
3,3,3,Sports,972714,6535,339,1117
3,3,3,Education,3483,67,1,8
7,7,7,Science & Technology,64167,159,14,25
8,8,8,Music,59549,2222,123,205
4,4,4,Comedy,593557,25292,630,1881
11,11,11,Howto & Style,262018,7749,189,1816
3,3,3,Music,6553,477,2,32
2,2,2,People & Blogs,8021,65,5,7
6,6,6,News & Politics,5019,46,1,64
4,4,4,Nonprofits & Activism,2093,0,0,0
14,14,14,Howto & Style,883575,49985,714,1316
8,8,8,Science & Technology,2227708,11817,6285,4793
23,23,23,Music,3825440,196635,4514,11203
8,8,8,Pets & Animals,251742,6065,204,325
2,2,2,Comedy,427929,13067,342,1007
3,3,3,Entertainment,810896,32016,324,2504
1,1,1,Entertainment,451381,3110,14575,3095
3,3,3,Comedy,598317,6587,123,244
9,9,9,Autos & Vehicles,1052662,40690,627,2739
13,13,13,People & Blogs,857855,10750,432,1344
5,5,5,Entertainment,53833,733,195,332
1,1,1,Science & Technology,27871,581,118,62
1,1,1,Autos & Vehicles,30484,386,33,62
5,5,5,Science & Technology,2175978,37009,915,5657
2,2,2,News & Politics,144694,1012,588,288
1,1,1,Entertainment,945936,14025,154,991
6,6,6,Comedy,131168,544,23,32
3,3,3,Gaming,1375,2,0,3
5,5,5,Howto & Style,114266,5555,159,621
3,3,3,Science & Technology,986977,14838,1387,1463
5,5,5,Science & Technology,2186003,27560,2174,3700
4,4,4,Entertainment,3336924,117732,1654,12125
9,9,9,Science & Technology,3680427,66530,1979,15937
3,3,3,Sports,620204,4774,268,1413
5,5,5,News & Politics,1900142,9383,6490,30783
9,9,9,Entertainment,71241,2515,48,226
5,5,5,Entertainment,1319340,95002,2685,32547
9,9,9,Science & Technology,886234,80973,706,6881
9,9,9,Travel & Events,2160639,1218,63,118
3,3,3,Science & Technology,1730361,141794,2765,19219
5,5,5,People & Blogs,39926,4094,100,1405
17,17,17,Film & Animation,447473,21560,2332,4475
7,7,7,Comedy,331121,6190,940,705
21,21,21,Science & Technology,1925345,46673,1765,4973
6,6,6,Education,1270778,30068,1237,2351
5,5,5,Science & Technology,1316758,147250,1028,39190
7,7,7,Autos & Vehicles,1291227,24475,1700,6854
2,2,2,News & Politics,926998,26543,1214,3582
5,5,5,News & Politics,37098,1220,34,63
5,5,5,Howto & Style,30719,832,26,53
5,5,5,People & Blogs,403844,2484,1018,1209
14,14,14,Entertainment,783414,17433,5353,2690
2,2,2,Howto & Style,150229,3529,271,582
5,5,5,Education,190451,9479,57,707
12,12,12,Music,3350496,140616,5284,12163
4,4,4,Education,277330,8878,239,527
9,9,9,Entertainment,6688,26,11,8
4,4,4,Entertainment,662688,28240,128,809
7,7,7,Education,313187,9726,292,1058
3,3,3,Music,6882,291,22,21
4,4,4,Film & Animation,6122,16,0,8
1,1,1,News & Politics,1381,35,6,4
8,8,8,Film & Animation,108662,5878,425,1636
3,3,3,Howto & Style,1620153,51280,615,3245
9,9,9,Entertainment,258521,2940,224,366
8,8,8,Science & Technology,552694,15642,586,1666
6,6,6,Entertainment,412054,1655,1933,615
5,5,5,Entertainment,25386,78,10,28
4,4,4,Music,572627,24313,226,1899
6,6,6,People & Blogs,866986,26176,418,1851
3,3,3,Entertainment,608459,21784,175,3537
8,8,8,Howto & Style,268077,12422,414,1114
4,4,4,Film & Animation,151626,9040,270,327
3,3,3,People & Blogs,226192,4941,651,343
6,6,6,Comedy,639982,16519,1243,1739
8,8,8,Autos & Vehicles,462810,14667,354,8052
6,6,6,Howto & Style,38169,2597,24,144
6,6,6,Sports,257584,1131,29,75
5,5,5,Entertainment,2016029,21062,2319,4200
10,10,10,Comedy,566518,18976,406,1923
6,6,6,Entertainment,1086734,21405,929,4870
18,18,18,Education,3373574,176450,1783,12407
3,3,3,Entertainment,418749,9267,1449,997
6,6,6,Entertainment,404417,2749,5874,5180
13,13,13,People & Blogs,380230,32022,189,2231
3,3,3,Howto & Style,72248,3019,133,340
7,7,7,Sports,184390,1840,30,132
1,1,1,Entertainment,264632,4901,81,487
2,2,2,Entertainment,1127924,18949,437,1648
8,8,8,Entertainment,1042805,16858,540,1312
23,23,23,Pets & Animals,1685609,38160,1385,2657
11,11,11,Music,15088622,385303,11915,17156
8,8,8,Music,16219716,559289,18294,28940
6,6,6,Music,362275,23400,350,1319
9,9,9,Music,13418200,370750,20469,23500
20,20,20,Music,15042428,330679,6158,9174
2,2,2,Pets & Animals,12507,227,5,26
2,2,2,Education,1312978,34958,2310,3787
15,15,15,Science & Technology,323504,7023,209,564
4,4,4,Entertainment,1452311,142301,2020,19562
4,4,4,Travel & Events,65353,747,11,62
2,2,2,Music,114105,621,2,45
4,4,4,Autos & Vehicles,451675,7014,579,1833
3,3,3,Entertainment,116657,2162,47,207
7,7,7,Howto & Style,288553,6929,217,715
3,3,3,Film & Animation,196755,807,29,74
5,5,5,Science & Technology,543711,18008,669,1231
4,4,4,Science & Technology,134806,7506,88,1450
7,7,7,Film & Animation,3749838,27971,4445,5314
28,28,28,Education,4705269,240989,2125,23357
6,6,6,Film & Animation,377621,5168,507,697
5,5,5,Howto & Style,245989,7807,175,995
5,5,5,Entertainment,82048,4813,130,308
6,6,6,Gaming,434156,14685,411,2599
2,2,2,Film & Animation,25961,2180,26,120
1,1,1,Comedy,6172,29,4,33
3,3,3,Gaming,5254340,153440,2266,25862
2,2,2,Entertainment,2824423,65815,5212,6688
5,5,5,Science & Technology,2805,52,7,8
5,5,5,Science & Technology,223794,14328,67,887
7,7,7,Education,334148,13772,140,914
2,2,2,Entertainment,3479,34,0,4
14,14,14,Entertainment,4216618,122986,8580,17759
9,9,9,People & Blogs,756023,11869,991,4482
4,4,4,News & Politics,1263104,5930,132439,23543
5,5,5,Howto & Style,1050880,38298,1343,5176
2,2,2,Entertainment,65481,4093,57,1244
18,18,18,Education,1388170,116770,4372,18598
9,9,9,Comedy,561569,24243,835,1001
5,5,5,Music,127623,694,7,104
10,10,10,Sports,522854,4518,91,701
13,13,13,Music,538169,17634,444,750
10,10,10,Sports,770714,9162,223,538
7,7,7,People & Blogs,104235,13220,70,671
4,4,4,Entertainment,669500,10222,5766,4632
5,5,5,Entertainment,93254,2945,23,189
7,7,7,Music,344951,15728,145,1045
8,8,8,Entertainment,377833,27239,329,1453
8,8,8,Howto & Style,91566,3682,164,296
8,8,8,Comedy,2524775,105323,2134,7659
7,7,7,Comedy,1446140,64501,2171,3888
6,6,6,Gaming,1500852,28017,1658,2299
7,7,7,Education,284673,14159,625,2011
7,7,7,Education,632018,22877,193,1228
9,9,9,Music,720749,4069,186,271
8,8,8,Pets & Animals,199662,7663,206,701
15,15,15,Comedy,206126,22917,164,1523
6,6,6,Entertainment,211258,4947,56,450
3,3,3,Entertainment,26379,199,6,15
6,6,6,Comedy,2443384,76967,4562,5014
7,7,7,Music,2723642,65320,631,2200
10,10,10,Film & Animation,910966,17406,147,930
2,2,2,Film & Animation,2671756,12699,505,1010
5,5,5,Film & Animation,224115,8504,49,231
7,7,7,People & Blogs,577212,7456,2837,1700
16,16,16,Entertainment,12218726,103018,28739,17966
7,7,7,Entertainment,5463288,7533,737,794
3,3,3,Entertainment,4414661,1306,271,99
11,11,11,Entertainment,9020750,6126,731,772
11,11,11,People & Blogs,130546,4736,64,553
7,7,7,People & Blogs,2020895,74671,1397,7791
20,20,20,Gaming,324219,7840,1333,1257
13,13,13,Entertainment,399657,17756,74,1068
7,7,7,Travel & Events,270360,11727,359,1685
13,13,13,Film & Animation,1842120,19055,1256,2003
6,6,6,Entertainment,48526,255,322,155
4,4,4,Science & Technology,1745260,73628,1036,6138
9,9,9,Comedy,1410203,95248,5876,12467
8,8,8,Music,1615678,92403,1856,4572
8,8,8,Entertainment,1998883,94430,2841,17322
7,7,7,Comedy,489051,15348,1171,975
5,5,5,Education,244518,12488,95,1190
8,8,8,Film & Animation,427263,13420,117,930
5,5,5,Music,348783,17791,384,1151
7,7,7,Comedy,355131,29282,494,2474
3,3,3,Entertainment,1958372,64066,691,1201
6,6,6,Entertainment,7308023,144410,5839,5790
1,1,1,Entertainment,2901230,59942,1519,8886
5,5,5,Film & Animation,71707,4739,93,932
5,5,5,Entertainment,159145,6373,247,785
4,4,4,Entertainment,3313280,80589,2549,11931
2,2,2,Entertainment,450865,14285,217,850
7,7,7,Entertainment,1324411,46874,622,2422
6,6,6,Entertainment,319017,4994,357,1019
5,5,5,Film & Animation,148686,7560,737,2405
8,8,8,Film & Animation,129207,4440,569,1254
7,7,7,Film & Animation,75124,708,69,124
1,1,1,Entertainment,125227,2097,63,109
3,3,3,Entertainment,142387,344,111,22
5,5,5,Gaming,1833398,49538,986,8324
5,5,5,Gaming,185604,7938,120,1421
1,1,1,Gaming,83487,5059,100,823
5,5,5,People & Blogs,264912,8384,123,378
12,12,12,Education,817600,25447,452,2114
2,2,2,Sports,132029,5926,62,507
6,6,6,Music,205870,2834,86,244
2,2,2,Music,162087,7293,92,644
5,5,5,Science & Technology,343273,4503,182,266
5,5,5,Music,390695,18203,137,1418
8,8,8,Music,852543,44619,674,2609
1,1,1,Howto & Style,44448,712,115,175
4,4,4,Comedy,1479970,28676,267,1444
6,6,6,People & Blogs,849814,13150,154,797
6,6,6,Education,91213,3089,980,1025
9,9,9,Education,494173,24140,158,1352
1,1,1,Entertainment,91193,641,97,82
11,11,11,Film & Animation,631554,63487,1253,3331
11,11,11,Travel & Events,458830,15920,357,1769
9,9,9,Comedy,1335774,98474,2057,6392
5,5,5,Autos & Vehicles,277651,8833,194,5592
8,8,8,People & Blogs,1069014,32976,217,1199
6,6,6,Education,435859,16174,547,1704
9,9,9,Science & Technology,78528,3546,62,561
11,11,11,People & Blogs,466288,22476,430,5693
6,6,6,Entertainment,363488,20900,639,1188
2,2,2,Entertainment,1257354,25617,1065,3257
5,5,5,People & Blogs,1877905,65332,1213,7767
11,11,11,Sports,210400,6762,152,1081
8,8,8,Music,3511909,0,0,0
3,3,3,Science & Technology,5531707,72727,3362,14816
4,4,4,Autos & Vehicles,88143,621,80,193
14,14,14,Entertainment,4159065,337616,4811,32309
8,8,8,Education,592459,25680,1574,5001
5,5,5,Education,331126,17137,159,769
1,1,1,Education,6412,49,0,2
3,3,3,Nonprofits & Activism,73649,2721,122,178
5,5,5,Education,46685,1461,130,326
3,3,3,Howto & Style,171554,5981,250,794
4,4,4,Entertainment,617606,9669,397,927
3,3,3,Autos & Vehicles,117973,647,51,56
8,8,8,Music,331315,631,266,1056
7,7,7,Autos & Vehicles,672513,15618,584,4094
6,6,6,Entertainment,872261,13850,856,1948
11,11,11,Howto & Style,228646,8515,202,1142
6,6,6,Entertainment,2164363,186,16,48
6,6,6,Sports,6427726,14693,6286,530
6,6,6,Science & Technology,351539,11850,589,1007
7,7,7,Science & Technology,736075,53649,575,3238
1,1,1,Howto & Style,26898,423,271,95
4,4,4,Entertainment,438167,4163,394,466
8,8,8,Entertainment,5950405,147608,5953,17901
2,2,2,Film & Animation,10882,43,4,2
3,3,3,Comedy,800306,23559,3133,2977
14,14,14,Entertainment,3673170,212212,4165,18529
4,4,4,Pets & Animals,18739,96,1,8
9,9,9,People & Blogs,2522343,52242,6285,0
3,3,3,News & Politics,117464,1011,113,493
2,2,2,Entertainment,190199,6500,401,541
3,3,3,Entertainment,3286,15,4,2
2,2,2,Education,156176,7407,162,1064
4,4,4,Science & Technology,318557,586,71,75
2,2,2,Entertainment,433149,6626,215,938
11,11,11,Entertainment,133049,6173,86,571
5,5,5,Education,95520,4816,51,313
1,1,1,Film & Animation,25796,64,4,22
8,8,8,Entertainment,94373,1161,172,111
4,4,4,Pets & Animals,290344,12224,198,1094
4,4,4,Education,214129,6010,898,747
2,2,2,Music,157037,7800,96,326
3,3,3,Music,50979,1628,89,127
6,6,6,Music,623149,32256,287,1677
7,7,7,Education,1145464,28690,887,5083
2,2,2,Music,156243,7399,92,761
9,9,9,Entertainment,344584,13445,287,1646
5,5,5,People & Blogs,186912,5463,84,321
20,20,20,Gaming,1749832,77408,1392,18242
7,7,7,People & Blogs,1536897,44115,724,1359
3,3,3,People & Blogs,88189,2318,82,286
7,7,7,Pets & Animals,4253449,146588,2443,14933
17,17,17,Entertainment,2688144,62856,2693,8450
1,1,1,Music,45096,287,9,59
24,24,24,Entertainment,7839668,352352,5871,46624
15,15,15,Film & Animation,5229704,12469,2764,1689
7,7,7,Autos & Vehicles,1457307,29851,1032,7918
8,8,8,People & Blogs,183242,3130,67,163
9,9,9,Education,311971,9362,243,977
3,3,3,Science & Technology,300601,10497,382,1016
1,1,1,Education,21107,861,30,130
11,11,11,Entertainment,1477735,49801,1940,3862
6,6,6,Entertainment,402199,2050,838,1643
7,7,7,Entertainment,54340,154,136,127
6,6,6,Entertainment,96463,307,261,832
7,7,7,Entertainment,44733,278,138,368
11,11,11,Autos & Vehicles,519161,1899,45,235
5,5,5,Science & Technology,122974,6200,41,477
4,4,4,People & Blogs,1885785,226887,978,38888
10,10,10,Autos & Vehicles,1549098,28255,1792,9103
13,13,13,Pets & Animals,460046,20037,219,869
8,8,8,Education,295995,14323,283,2133
9,9,9,Science & Technology,5099952,135168,5932,13833
7,7,7,Comedy,2958978,66699,6499,10822
7,7,7,Entertainment,6109402,151250,11508,19820
5,5,5,Howto & Style,2756607,139611,1415,7439
8,8,8,Science & Technology,630287,23154,482,1549
10,10,10,Entertainment,1461207,18543,5779,7539
29,29,29,Science & Technology,6995168,143678,10925,17444
1,1,1,News & Politics,437979,17508,6068,5397
1,1,1,Howto & Style,451464,14193,376,1468
8,8,8,Howto & Style,453170,10802,228,1087
6,6,6,Science & Technology,1873164,43831,676,4071
2,2,2,People & Blogs,308352,15765,399,984
4,4,4,Sports,2739574,48259,1668,4927
1,1,1,Howto & Style,38522,659,104,161
2,2,2,Education,47682,0,0,26
5,5,5,Music,270838,31167,83,1624
6,6,6,Entertainment,557538,14416,231,631
7,7,7,Entertainment,1212650,22522,920,1468
10,10,10,Entertainment,1262601,10121,1738,2477
1,1,1,Entertainment,101636,4153,293,629
1,1,1,Entertainment,78662,1966,172,457
6,6,6,Entertainment,456543,8810,422,1292
1,1,1,Entertainment,1665678,22225,530,1325
4,4,4,Entertainment,1235417,4918,137,365
20,20,20,Entertainment,1685312,13948,2985,4666
12,12,12,Entertainment,2290382,28222,788,1819
1,1,1,Entertainment,918519,14047,1461,1142
7,7,7,Entertainment,1963752,22768,1002,1739
1,1,1,Entertainment,506264,6006,218,600
12,12,12,Entertainment,3281144,36898,1207,1888
4,4,4,Entertainment,2101562,33303,1230,2467
12,12,12,Entertainment,790388,13316,827,828
3,3,3,Entertainment,1437051,19930,1794,1671
7,7,7,Entertainment,881585,19831,627,2396
4,4,4,People & Blogs,1732872,46176,513,2662
8,8,8,Comedy,1289314,39813,1535,2030
7,7,7,Comedy,1152064,41379,920,1323
7,7,7,Comedy,1590640,49590,2019,1842
13,13,13,Education,309933,10146,252,764
1,1,1,Entertainment,67954,780,169,118
15,15,15,Music,41604561,670203,15663,26743
19,19,19,Music,122544931,1427436,40837,55320
3,3,3,Entertainment,32284,310,36,389
3,3,3,Music,5786038,260499,4831,18838
13,13,13,Science & Technology,437732,49907,626,1479
8,8,8,Film & Animation,325082,15766,575,2358
2,2,2,Comedy,1329350,79918,2069,53182
1,1,1,News & Politics,533940,12633,597,1828
3,3,3,Science & Technology,1151,18,1,0
6,6,6,People & Blogs,582548,7210,427,1582
2,2,2,Science & Technology,124483,3036,64,474
1,1,1,Science & Technology,125052,3004,64,460
9,9,9,Entertainment,1092708,29596,189,1388
6,6,6,News & Politics,655073,14075,1194,1597
3,3,3,News & Politics,431944,23016,1277,3762
1,1,1,News & Politics,366048,14742,1308,1948
3,3,3,Sports,636473,10390,787,1355
4,4,4,Comedy,1136757,98164,1570,9447
8,8,8,News & Politics,603379,3756,426,1410
1,1,1,News & Politics,666861,16006,916,3686
8,8,8,Comedy,1475049,96552,2627,4720
3,3,3,People & Blogs,2885,3,0,2
